 4.37365897166338502000116e-01	-3.16949493606301146986226e-01	-3.15163624175496037693733e-01	-7.32889222292532338531856e-02	 1.31701072976368876998876e-02	-4.60314197617660458838884e-01	 3.49231917702166438921552e-01	 5.19161987993226881066278e-01
 8.39574364669742334577052e-02	-1.66476682077876858567578e-01	 4.49376484912556717343790e-01	-1.12640699535119806484751e-01	-4.93801178402734741723634e-01	-1.96069645080626020483550e-01	 4.53559253428935049701209e-01	 5.12455466276948157222648e-01
 7.46242800023964175659685e-02	 4.47586859755072952182786e-01	 5.00236336156927530183225e-01	 2.01397897916320817168767e-01	 2.56956897466904865545700e-01	 6.27735779197221788194838e-01	-2.15398834120272900105597e-02	 2.06776914316692927986452e-01
-3.62350644695752177604220e-01	-2.14004907824515595848869e-02	 2.68554404371638077986262e-01	-9.08254293395138329048066e-02	 6.00347012030152726858034e-01	-5.65591410261392479874587e-01	-1.26232059451934913729687e-01	 3.02702149830903766147827e-01
 4.32835759665109287563922e-01	-3.18396866018888724525482e-01	-1.82754003612733029182635e-01	 9.95141421381221663589045e-02	-7.57944436824991019108211e-01	-2.64682740107795688722092e-01	-7.94818425500334463373875e-02	 1.30845194877138526479143e-01
-3.50547299901582329328953e-02	 5.10968737690194463318960e-01	 2.66425004443464896741744e-01	 6.80978700686710736178497e-01	-3.22326128705317793698981e-01	 1.60343464397466467508124e-01	 1.32937116726987714088182e-01	-2.35990263362965385640635e-01
 3.52187192659051351295574e-01	 1.49584668563213424308245e-01	-5.22554864021230955350994e-02	 6.08388459774510392819025e-01	-2.72116902906627933234063e-01	-3.24115984783315991268893e-01	 4.61864343591877002381807e-01	 2.97159893139597619526882e-01
-2.66587420730318956640925e-02	 5.02580823589246383775730e-01	 1.05872092792013247630756e-01	 4.57504157695136748351672e-01	 4.48891690354904504545175e-01	-1.95991159777987632509277e-03	 5.56813279883547007642619e-01	 1.20972117916127358538958e-01
-1.98966021000679615937656e-01	-1.93639582089119827168489e-01	 7.11869846812667184110524e-01	 5.18739537165202602153613e-01	-4.55179759475016973424566e-02	 1.70154987984450445370754e-01	 2.06242442580832685550263e-01	 2.71120448000506886199190e-01
 1.47062087897212812048764e-01	-4.44246493980329337780688e-01	-2.38225870803882300297261e-01	 5.83762644853901724317780e-01	 3.75276181525836027841336e-01	-3.54706719135426543423883e-03	 4.40291022696386979973227e-01	 2.20876492794286255483271e-01
-4.06430970556734660892317e-01	 1.15635372183799545187100e-01	-4.43211286493277956122228e-01	 6.32768729350040803893762e-01	-1.55682488710901067996417e-01	 1.06343940869892086831250e-01	 4.26640897523579420980155e-01	 8.39124011290879046054414e-02
 5.58970547001751416615889e-01	-1.78915355337011888758880e-01	 6.00648406934286338554330e-01	-1.88466529333183280270347e-01	-2.65998197339795058868894e-02	 4.20094482928780765806920e-01	 2.86368782012729194974554e-01	 7.00553131947122265099637e-03
 3.24316997490405267701163e-01	 1.81781280128859856759505e-01	-3.70265285056075699188227e-01	-1.40815742329723908587980e-01	-4.69116550381998620444790e-01	 2.43539637518425250428677e-01	 4.05785985139333005289330e-01	 5.10690158616339706654230e-01
-8.81715462226406593293504e-02	 5.51157138086864284431954e-01	-1.24661423197614848468184e-01	-3.23672119857948081822485e-01	-2.77693851479692221939644e-01	 6.86279329272243776571827e-01	 1.31520655902523125879711e-01	 5.25033341855305965562017e-02
-5.53458990445122478440965e-01	-1.15010852299898574946369e-01	-7.35032071700493921939668e-02	-1.70976894085080349805494e-01	-4.16462827852822681240497e-01	 3.21250462055308327879999e-01	 5.34036398444724058620636e-01	 2.89796150346621705917727e-01
