 1.10118639270672197261192e-01	 3.96543533833169370428351e-02	 6.49615084606457449112327e-02	 3.09135372512534756239688e-01	 9.41550179981385904071089e-01
 9.15696661074040171857114e-03	 1.30901943103655382660833e-01	 2.14636077765065380607012e-01	 6.81036416900600793944420e-01	 6.87678401748227918766077e-01
-9.36911843637394103900817e-02	-2.35486819679096320845346e-01	 4.64647532839406796068005e-01	 4.39372530172640829437825e-01	 7.25825302456375442972103e-01
-6.04847298875381758631598e-02	 5.14809497071809896162620e-01	 3.05128745945823065532920e-01	 2.93748602141897519057778e-01	 7.42913848512943064683611e-01
-4.09934867571939143271464e-01	-2.92108776398324020140418e-02	 1.25444312983448436060741e-01	 4.05126578953623972534359e-01	 8.06992136480728650127503e-01
 3.28989277189588535943443e-01	-3.25262220583781402893919e-01	 3.02318092359635581800603e-01	 1.96552003077228532035292e-01	 8.09902231428917596112171e-01
 3.39807592759097110146627e-01	 4.70956979701230737944684e-01	 6.17137856218879371494879e-02	 4.74208130576901365493825e-01	 6.58823482226414069984344e-01
-1.81014585602375849271439e-01	 4.34109101837032662629667e-01	-1.69603266796775592473168e-01	 4.18350475114093733886023e-01	 7.58287952802310205591141e-01
-3.95634863164858741058083e-02	-6.27064385838364657388411e-01	 7.43948545788299109293717e-02	 4.03582430454753837700821e-01	 6.60917252009711297944250e-01
 1.91232017367900186677332e-01	-3.35819399054755718392329e-01	-2.42867578775122383571983e-01	 4.20912463481428522626970e-01	 7.83902853686482492534537e-01
-2.77163560003080677862641e-01	-5.76727307154937043898180e-02	-3.62052881759734546118779e-01	 3.62021538550400590050771e-01	 8.10994656932651603042927e-01
-3.89353279528466744360826e-03	 1.20603185187326822358500e-01	 4.82843689333303738298042e-01	 4.07361946264755900304344e-02	 8.66396125478064216274277e-01
 3.95786370020258848612116e-01	 2.81565034609903064310998e-01	 1.95410216794320024114029e-01	-1.53559123161389893263973e-02	 8.51852876804819358902421e-01
-3.79802368118735356183890e-01	 6.80068747706985554657422e-01	-7.52824110650902322827704e-02	 4.52097934608260629274490e-02	 6.20922936219229670840036e-01
-4.92470877316595556649759e-01	 3.48118336829715657732010e-01	 3.09011585524384957412991e-01	 5.42175214007030933927034e-02	 7.33388272978785393796386e-01
-1.87894647510871953821621e-01	-3.55274649737284842210272e-01	 1.47505754814814711572968e-02	 1.03787670646235341553876e-01	 9.09662610331769538873914e-01
-3.79472784002843621653511e-02	-6.08430133228252123522850e-01	 4.38398377901903946174400e-01	 4.87736766566703172642860e-02	 6.58635534844752235095200e-01
 2.04420816463235149873512e-01	-1.58063646012073538704712e-01	-2.31435036918706746322805e-02	-1.93148120896904584853360e-01	 9.46248484932331712649045e-01
-9.97416620606693948847266e-02	 3.27861382982501226024397e-01	-6.49539405205803027643086e-02	-4.16008215705921460814132e-02	 9.36273929816310745977148e-01
-2.95805338100088577313329e-01	 3.30342281803425397157525e-01	-5.18876785513370353264406e-01	-9.09423201261283231655597e-02	 7.25168638779826957296848e-01
-3.51129369856311435160734e-01	-4.68449877548705942431617e-02	 1.14038749719881440936042e-01	-2.04798974733788580193661e-01	 9.05298987217411421646318e-01
-3.86609020669388459001681e-01	-2.29386417104659429133662e-01	-3.86716998033930003941805e-01	-1.48940284632682606869025e-01	 7.91316682390877157438069e-01
 2.08513856442111150668595e-01	-6.29001433384526520420366e-01	-5.98231842070175226511175e-02	-1.15487571670684519009598e-01	 7.37538457229717114849166e-01
 5.49046432079771995482531e-01	-2.23174514898164283449589e-01	-1.64319325848654246291503e-01	 8.32328861481281684353561e-02	 7.84099864262542745052542e-01
 3.08045251895100111183545e-02	-4.04889823795937575656723e-01	-5.10970200749942260465275e-01	-1.61735437129567095893012e-02	 7.57471571904630658345070e-01
 8.24387266329219547955631e-02	 1.47185692112363208927661e-01	 1.27766951966443914612270e-01	-5.06841196829976636806236e-01	 8.35660119647759991323710e-01
-6.20102886459370852834105e-02	 5.60821753197394357037808e-01	 3.05118128184779013878369e-01	-2.62111396483843128724089e-01	 7.20995304373721168644806e-01
-6.20247569375998897278635e-01	-9.75750695189385591765685e-02	-6.28608486697738444437533e-02	-4.86325892554193950356733e-01	 6.04406898064062780839834e-01
 6.35097766548318358806324e-04	-2.64272508890096735623132e-01	 4.47234922959318381696647e-01	-2.52435600879635402282730e-01	 8.16343572762026847833283e-01
 3.09571457146814055239048e-01	 3.58609077587875413328788e-01	-2.38378339883575318669529e-01	-3.48384288308743739204232e-01	 7.72896627710027095403689e-01
-3.92391829604873954018274e-01	 3.34186594184855911837673e-01	-8.74448761300335719592880e-02	-4.52830360726567515694541e-01	 7.22250670037291042646643e-01
-1.65110446283696060687518e-01	-4.14088783809474891839386e-01	-7.24178647386971435784275e-02	-4.65642773527653652809732e-01	 7.61052875941843343099436e-01
 2.68273508974013807915071e-01	-3.32302237322234239602636e-01	-3.50333073639306491475764e-01	-4.69207625402662586999725e-01	 6.88996000882325820846575e-01
-7.39955909740605544122616e-02	 4.84360293226579127767728e-02	-3.95169953007280860823869e-01	-4.36950111003760188754796e-01	 8.03177385335194227167221e-01
 6.02661809737762357852553e-02	 3.18979055871619343598411e-02	 2.83574715000269317322079e-01	-8.86157706295598535106706e-01	 3.60083895273626775068720e-01
 1.51513901589305000072727e-01	 7.31659867150305509575503e-02	-1.03890690894090031992647e-01	 9.16051091787639326646797e-01	 3.48923197270438190109587e-01
 6.84534329262053396758514e-03	-3.16056214147375502676596e-02	 5.04899263688362354152162e-01	 7.99702514190909763414083e-01	 3.23275189728320755389035e-01
 4.00269122810431143832943e-01	 2.49838101365470327541729e-01	 3.05266704094067031771687e-01	 7.60261432548531179698159e-01	 3.25853258356373409743156e-01
-1.07671853276279108624358e-01	 4.87995553483638544456369e-01	 1.10352232921379064811696e-01	 7.62989451862259748793349e-01	 3.94888076331057213952391e-01
-4.54070192031579999980551e-01	 6.39319184911720309050231e-03	 2.15896832034507629716202e-01	 7.70098939200441812147346e-01	 3.92575559053543465815039e-01
-1.76503607867509210160861e-01	-4.55528523306163113382183e-01	 3.13773156589120361115164e-01	 7.23379285671972072080393e-01	 3.73642952735717792656089e-01
 3.01372788578670336434584e-01	-3.07526214920860629931099e-01	 1.56586327912541706242067e-01	 6.92941498521436161084353e-01	 5.56699982915840663189044e-01
 5.57767678925233156839170e-01	 3.28264430174517063409922e-01	-2.05904201230407146727686e-01	 6.62678720982754154711358e-01	 3.15591591936298099252411e-01
 1.03494623998986762236640e-01	 5.65743648460016013146401e-01	-3.31329138440948633981264e-01	 6.42832441016313871351429e-01	 3.82374740048874228737219e-01
-3.66911333370328440750541e-01	 1.67499204464263223846032e-01	-2.71964989298663306627191e-01	 7.49007248989092433433257e-01	 4.49825827966576663463627e-01
-1.81410417438669008260987e-01	-2.37613445501511338919798e-01	-1.07684214851315740446580e-01	 7.29653705363179527765283e-01	 6.05507796054903457694252e-01
-3.48437043162261456119566e-02	-6.43127455572406914185990e-01	-1.88459525685254952742653e-01	 6.78243948656862438717496e-01	 2.99401311699399597099358e-01
