 9.63366907612430711793650e-02	-4.91501837845819897210298e-02	 1.08484892800028237536125e-01	 9.88197616613843643484927e-01
-2.00805311143612795488078e-02	 5.01092661279702311638573e-02	 4.54255620068585663773320e-01	 8.89234314089591526553136e-01
 4.07596414650185923100878e-01	 1.19745049902878694658703e-01	 9.33489579289686205454402e-02	 9.00451141285104172951037e-01
 7.11073898476333524087956e-03	 3.15518283748315531145323e-01	 1.63724518176146915937608e-01	 9.34661399737678699750631e-01
-3.37772865210083428344490e-01	 3.39082288869910541961872e-01	 2.58025017701195458208474e-01	 8.39259067953877502255011e-01
-2.46238305594121215102987e-01	 1.02840323889724898770437e-02	 1.63659445135314635111357e-01	 9.55236369467766799346009e-01
-2.13810367082717223130572e-01	-3.25924981205596209221653e-01	 4.76188623782876352397153e-02	 9.19668678111787762929907e-01
 1.39915442621804716333278e-02	-2.97845699094546223495428e-01	 3.34580912213216341566380e-01	 8.93950663852660531993877e-01
 3.20580526912162433461617e-01	-9.66822385242127740889728e-02	 3.99570669952007018199680e-01	 8.53360387077330750926762e-01
 1.47415555169078282826689e-01	 2.19407058301521185050831e-01	-1.53405637691728991001128e-01	 9.52153300254774848099260e-01
-6.53288099600307231584750e-02	 5.34489999001467874784055e-01	-1.20809122082293537991937e-01	 8.33941091191891414879933e-01
-2.56670421289634798078794e-01	 2.50723698602631217546843e-01	-9.99239352144641601594088e-02	 9.28048020829350117644196e-01
-3.56024375965502404284280e-01	 5.29254177577418508104934e-02	-3.97365381442503495801333e-01	 8.44124574636111901781987e-01
-7.06134915160884640839001e-02	-5.70164945234191214429309e-02	-2.22457742721194229318371e-01	 9.70708713709503845379345e-01
 1.03895120241320776388605e-01	-3.76728241128782448399193e-01	-8.42257639327692320119212e-02	 9.16617508569412597907444e-01
 3.03077117299745624201535e-01	-1.04520361295906749621309e-01	-2.16245263210930488417816e-01	 9.22202657327924057995006e-01
-6.96144252923323048065640e-02	 2.85033030415635435517174e-01	-4.12260139284645610313618e-01	 8.62526278394057155374242e-01
-1.06450466490197889757319e-01	-2.02602106291564859619214e-01	 6.71177648486757982837503e-01	 7.05082441195372999764857e-01
 2.55108434666914629662671e-01	 2.59440616551090130759150e-01	 3.85951269559764942318481e-01	 8.47733372335071400094364e-01
-6.46504592894961982452173e-02	 3.86655724563741198807065e-01	 5.14074932035454845724587e-01	 7.62918496976241922169493e-01
-3.38906850328897668589434e-01	-2.84744324538979860783616e-02	 4.65984201971179567980386e-01	 8.16817040107426839412597e-01
-2.82883419318202378178739e-01	-3.85019582936921733740121e-01	 4.34019689917192363903808e-01	 7.63782561069644372331311e-01
-1.30492874683351082337746e-02	-5.69676923243722432843583e-01	 5.07097499228484793754035e-01	 6.46645223825515813587117e-01
 2.12728449567477884141198e-01	-2.75220225289280306935069e-01	 6.29941626179979730082437e-01	 6.94387486884706084389052e-01
 4.79796265136641253423733e-01	 9.72909286346124446698269e-02	 5.74918354508509366063151e-01	 6.55590500858250990745546e-01
 5.43487637301647175114283e-01	 3.64209443610433003524207e-01	 3.18184673263970319023741e-01	 6.86098522797675691720087e-01
 1.98151562090684851824562e-01	 5.93463007457371682917824e-01	 3.16513527948931894240303e-01	 7.12991447246034026896666e-01
-1.31207786242415080923962e-01	 6.04700855843520734822505e-01	 2.16115708428104680294268e-01	 7.55258493723901525029873e-01
-4.46257597049766696617468e-01	 2.71395045694568015637316e-01	 5.33577265981967086005966e-01	 6.65202365806842665918452e-01
-5.95258890210794366915081e-01	 7.80236999940185499413658e-02	 2.48514527093830900339455e-01	 7.60144516317513563308239e-01
-5.23528818785497507271032e-01	-2.58055476380917137024795e-01	 2.06255990813126593996785e-01	 7.85355596697811408901657e-01
-3.53517324390056508764957e-01	-5.84483107131764656472228e-01	 1.69997089878093393666703e-01	 7.10285849687767201210420e-01
 9.87468352655471170997714e-03	-6.03247107143340843826707e-01	 1.55646270806762382354904e-01	 7.82157053750964559313275e-01
 2.95398556836038828077307e-01	-4.93139814839093304499329e-01	 3.40840951530057945095820e-01	 7.43895329599356336380822e-01
 5.56161299564670419393053e-01	-3.03291839042528266201515e-01	 4.46004461241416960692874e-01	 6.32280546742892912703837e-01
