 0.00000000000000000000000e+00	 0.00000000000000000000000e+00	 0.00000000000000000000000e+00	 0.00000000000000000000000e+00	 0.00000000000000000000000e+00	 1.00000000000000000000000e+00
 0.00000000000000000000000e+00	 0.00000000000000000000000e+00	 0.00000000000000000000000e+00	 0.00000000000000000000000e+00	 3.28812256130767199824305e-01	 9.44395309294892015827827e-01
 0.00000000000000000000000e+00	 0.00000000000000000000000e+00	 0.00000000000000000000000e+00	 2.53220652542918645000469e-01	 2.09754143957976951773148e-01	 9.44395309294892015827827e-01
 0.00000000000000000000000e+00	 0.00000000000000000000000e+00	 2.30559500055085381253761e-01	 1.04704421151213158958093e-01	 2.09754143957976951773148e-01	 9.44395309294892015827827e-01
 1.99670384131543643402296e-01	 1.15279750027542676749093e-01	 1.41176976877737172756499e-17	 1.04704421151213158958093e-01	 2.09754143957976951773148e-01	 9.44395309294892015827827e-01
 1.41176976877737172756499e-17	 2.30559500055085381253761e-01	 1.41176976877737172756499e-17	 1.04704421151213158958093e-01	 2.09754143957976951773148e-01	 9.44395309294892015827827e-01
-1.99670384131543643402296e-01	 1.15279750027542676749093e-01	 1.41176976877737172756499e-17	 1.04704421151213158958093e-01	 2.09754143957976951773148e-01	 9.44395309294892015827827e-01
-1.99670384131543671157871e-01	-1.15279750027542621237941e-01	 1.41176976877737172756499e-17	 1.04704421151213158958093e-01	 2.09754143957976951773148e-01	 9.44395309294892015827827e-01
-4.23530930633211456639740e-17	-2.30559500055085381253761e-01	 1.41176976877737172756499e-17	 1.04704421151213158958093e-01	 2.09754143957976951773148e-01	 9.44395309294892015827827e-01
 1.99670384131543560135569e-01	-1.15279750027542787771395e-01	 1.41176976877737172756499e-17	 1.04704421151213158958093e-01	 2.09754143957976951773148e-01	 9.44395309294892015827827e-01
 2.82353953755474345512999e-17	 0.00000000000000000000000e+00	-2.30559500055085381253761e-01	 1.04704421151213158958093e-01	 2.09754143957976951773148e-01	 9.44395309294892015827827e-01
 0.00000000000000000000000e+00	 0.00000000000000000000000e+00	 2.25474080370490548297369e-01	-1.15248158142953027738287e-01	 2.09754143957976951773148e-01	 9.44395309294892015827827e-01
 1.82412362810789596689887e-01	 1.32530339215982145839590e-01	 6.38716086375210535048277e-17	-1.15248158142953027738287e-01	 2.09754143957976951773148e-01	 9.44395309294892015827827e-01
-6.96753226255443086634145e-02	 2.14438593392012238902922e-01	 6.38716086375210535048277e-17	-1.15248158142953027738287e-01	 2.09754143957976951773148e-01	 9.44395309294892015827827e-01
-2.25474080370490548297369e-01	 2.76126110816414304287205e-17	 6.38716086375210535048277e-17	-1.15248158142953027738287e-01	 2.09754143957976951773148e-01	 9.44395309294892015827827e-01
-6.96753226255443502967779e-02	-2.14438593392012211147346e-01	 6.38716086375210535048277e-17	-1.15248158142953027738287e-01	 2.09754143957976951773148e-01	 9.44395309294892015827827e-01
 1.82412362810789568934311e-01	-1.32530339215982201350741e-01	 6.38716086375210535048277e-17	-1.15248158142953027738287e-01	 2.09754143957976951773148e-01	 9.44395309294892015827827e-01
 2.76126110816414304287205e-17	 0.00000000000000000000000e+00	-2.25474080370490548297369e-01	-1.15248158142953027738287e-01	 2.09754143957976951773148e-01	 9.44395309294892015827827e-01
 0.00000000000000000000000e+00	 0.00000000000000000000000e+00	 3.10105861614689415248224e-17	-2.53220652542918645000469e-01	 2.09754143957976951773148e-01	 9.44395309294892015827827e-01
 0.00000000000000000000000e+00	 0.00000000000000000000000e+00	 0.00000000000000000000000e+00	 3.28812256130767199824305e-01	 2.01339438495481867069281e-17	 9.44395309294892015827827e-01
 0.00000000000000000000000e+00	 0.00000000000000000000000e+00	 2.51545356915361728589176e-01	 2.11760320164398441189491e-01	 2.01339438495481867069281e-17	 9.44395309294892015827827e-01
 1.10301552149663209534403e-01	 1.91047892476924746629763e-01	 1.20869090172704030106132e-01	 2.11760320164398441189491e-01	 2.01339438495481867069281e-17	 9.44395309294892015827827e-01
-2.20603104299326363557654e-01	 2.70160885562139747413707e-17	 1.20869090172704030106132e-01	 2.11760320164398441189491e-01	 2.01339438495481867069281e-17	 9.44395309294892015827827e-01
 1.10301552149663209534403e-01	-1.91047892476924746629763e-01	 1.20869090172704030106132e-01	 2.11760320164398441189491e-01	 2.01339438495481867069281e-17	 9.44395309294892015827827e-01
 1.64520432252897447211737e-01	 1.64520432252897419456161e-01	-9.56092115243938889257436e-02	 2.11760320164398441189491e-01	 2.01339438495481867069281e-17	 9.44395309294892015827827e-01
-1.64520432252897419456161e-01	 1.64520432252897447211737e-01	-9.56092115243938889257436e-02	 2.11760320164398441189491e-01	 2.01339438495481867069281e-17	 9.44395309294892015827827e-01
-1.64520432252897474967313e-01	-1.64520432252897419456161e-01	-9.56092115243938889257436e-02	 2.11760320164398441189491e-01	 2.01339438495481867069281e-17	 9.44395309294892015827827e-01
