 1.38907482157013706380866e-01	 3.82373386280654536939494e-01	-1.61766098264029684061782e-02	-3.25208010858305973656002e-01	-3.44079294182279352143361e-02	 8.52812679447440435964722e-01
 2.72000154353254086636582e-01	 3.78653209628815157206105e-01	 2.06360071941461276079366e-01	-1.50322915828726283438144e-01	 7.98318095106173242214709e-01	 2.83097904585530690813044e-01
-2.42074586491534210486165e-01	 3.06219225252529980707550e-01	-1.00871485217716397309040e-01	 5.09715130689673445729682e-01	 4.48000356430682533659393e-01	 6.13955039326704810065394e-01
 2.72413797480663910643983e-01	 3.38970723907893289883475e-01	 6.07450202382170179049581e-01	 1.32216737099068060157236e-01	 4.63603057302881205181677e-01	 4.57695054148152813411343e-01
 5.54093733377640673687381e-01	 4.19963714349824990268445e-01	 1.34431323548589415350918e-01	 1.90725324326016659748362e-01	 2.02236518268795406605420e-01	 6.49047820926433871591144e-01
-9.65410091372139178567124e-02	 2.73046836734993914053149e-01	 3.89688183073414573520665e-01	 5.97066045282103330382739e-02	 2.23219460873843394965732e-01	 8.43134966739979008210071e-01
-4.56375818158235524446553e-01	-1.26132740395446335535112e-01	 2.80234243692025652983091e-01	 3.09574342753889120150035e-01	 5.12150866424625816897276e-01	 5.82362111913281244035545e-01
-2.93597442782736750555017e-01	-7.11485947001175511594795e-01	 2.45975025883926362579857e-01	 8.50192898163411175938009e-02	 3.60339826838895538330121e-01	 4.58270122313815864156794e-01
 1.98694084281982097373032e-01	-3.72973835137510645321157e-01	 5.36936357413147269390663e-01	 2.64307151212704705134371e-01	 4.57190252408368413838957e-01	 5.04211592669842834091298e-01
 9.98515177857180191711706e-02	 5.41873430876070760753294e-01	-1.56880296666706692265691e-01	 4.93441254853487290543690e-03	 5.16125328397946891989534e-01	 6.36695946887651409440423e-01
-3.09009226009414550429000e-01	 2.12062647103901741330034e-01	-6.74444771724581171312707e-01	 2.49889362819516097635741e-01	 2.59655534542048371804412e-01	 5.24214928792633427789838e-01
-7.06810856286560151851006e-01	-3.07971123855377698630420e-02	-1.61656408643711696493384e-01	-8.76060791594620025257711e-02	 5.15799485538163016151714e-01	 4.46780955795411993669575e-01
 3.69084398171195093851793e-01	-1.92639984709622485992142e-01	 1.43426667517960546721634e-02	-1.41952316162603314753099e-01	 8.87912023428532037883087e-01	 1.33875351783861423760058e-01
 6.30226580050479046057887e-01	 4.14009552918602474758103e-01	-2.82090483694601712461036e-01	-4.99034743144630352218449e-02	 5.41429595079026437787206e-01	 2.37063585822177597117744e-01
 2.05727444809600257258353e-01	 6.96827740682767066138226e-02	-4.22205304242790624424941e-01	 3.22650457843472515673255e-01	 3.25259766802344252312196e-01	 7.51442597057551120443009e-01
