-1.50446816962183010923937e-01	 7.17678889500237421339435e-02	 1.04665374981725123326726e-01	 9.80438822498140183370197e-01
 4.43524467613357134543328e-02	 1.11435393768357621224752e-01	 5.70247764837903514667516e-01	 8.12669982329450535374349e-01
 5.09747973230116779852494e-01	 1.63084424645942110965180e-01	 2.32971517271835432127958e-01	 8.11963512952244115261635e-01
 1.71674003186776752416520e-01	 2.16593480030465301844345e-01	 2.88398570453810065838951e-01	 9.16756001124791164436090e-01
-5.11769039596428609861789e-01	 1.64101518036139565337450e-01	 2.11045507745768884388937e-01	 8.16469800757575026040058e-01
-4.44915806364839794273536e-01	-1.51253215473101471078010e-01	 9.46407798648142284392293e-02	 8.77619229986645099650389e-01
-3.74173338778068909071806e-01	-4.75745115014398367581094e-01	 3.84192319925887385001495e-02	 7.95100534964421457040373e-01
 9.05825519595619688129062e-02	-1.55666039748171808332344e-01	 2.57645818834623951953944e-01	 9.49305808149644825277846e-01
 4.55631201398837726301849e-01	-2.24358191530880463071540e-01	 1.51463365820089596036624e-01	 8.48010883785871305562409e-01
 3.11531391195926821158224e-01	 2.72067813809381442435864e-01	-2.56110523035869619423721e-01	 8.73690275199860311161615e-01
 2.15153580717170195280019e-02	 3.42522996921392486324720e-01	-3.92235437153747035221585e-02	 9.38443711452872308953488e-01
-3.85495682813163598190442e-01	 1.21948454171858428063402e-01	-1.68094554132982604288671e-01	 8.99036080437454310221312e-01
-3.63023264267677558958525e-01	-2.09227668314852982556218e-01	-2.97582195716001196572620e-01	 8.57836073620603545286656e-01
-1.28977440770429135907804e-01	-2.65428514226802358955126e-01	-1.80513076412089253086624e-02	 9.55294024842668676456015e-01
 2.53094542611068173965094e-01	 4.04100218963538843075511e-02	 1.16589056087009011047906e-03	 9.66596515268925760011598e-01
 5.61245328487490424684836e-01	-2.02901639893004852310820e-02	-1.21453071183914962372086e-01	 8.18438233464353293022953e-01
-4.72347777328663911977635e-02	 2.80038224798224190392748e-02	-2.43008832651540801483847e-01	 9.68468568902667414910468e-01
-2.17338753163784537125736e-01	-1.23130044702408937562499e-02	 7.10540816177033240919059e-01	 6.69136760939497921008012e-01
 3.91321876627285514249621e-01	 2.17547083224539056223179e-01	 6.20045433519809896516506e-01	 6.44270219569883506594010e-01
-2.06377683748095175353399e-01	 2.70915998355617304582665e-01	 3.68841391397794371442842e-01	 8.64851895689365823827188e-01
-4.66086306508088021871572e-01	 1.92893104247792934735628e-01	 5.40770893181080958278528e-01	 6.73143852610595061491949e-01
-2.48114353771633155965048e-01	-8.24646991902201198509914e-02	 4.07555278829327016776318e-01	 8.74950018880107927010670e-01
 2.90796123018909821733580e-02	-2.55601433057113469615729e-01	 5.67630616588530312327521e-01	 7.82059950821448635061017e-01
 3.47848869895498236104459e-01	-6.26542555381084942389691e-02	 4.69268241022381571436739e-01	 8.09236013745773918870441e-01
 6.71593254501144487633724e-01	 1.32611106649146714975274e-01	 4.63942681361254938288141e-01	 5.62257933081587557566650e-01
